usCite,caseName,dateDecision
"36 U.S. 102","Mayor of New York v. Miln","1837-02-16"
"36 U.S. 162","United States v. Cox","1837-01-14"
"36 U.S. 167","McBride v. Lessee of Hoey","1837-02-11"
"36 U.S. 173","Postmaster General v. Trigg","1837-02-16"
"36 U.S. 175","Steamboat Orleans v. Phoebus","1837-02-16"
"36 U.S. 185","Poole v. Lessee of Fleeger","1837-02-11"
"36 U.S. 213","Waters v. Merchants' Louisville Ins. Co","1837-02-14"
"36 U.S. 226","Rhode Island v. Massachusetts","1837-01-28"
"36 U.S. 229","Jackson v. Ashton","1837-02-16"
"36 U.S. 257","Briscoe v. Bank of Kentucky","1837-02-11"
"36 U.S. 351","Livingston's Executrix v. Story","1837-02-16"
"36 U.S. 420","Prop.of Charles River Bridge v. Prop.of Warren Bridge","1837-02-14"
"37 U.S. 1","United States v. Laub","1838-02-10"
"37 U.S. 11","Lessee of Swayze v. Burke","1838-01-27"
"37 U.S. 27","Benton v. Woolsey","1838-02-13"
"37 U.S. 32","Bank of United States v. Daniel","1838-01-27"
"37 U.S. 59","Bradstreet v. Thomas","1838-02-20"
"37 U.S. 66","McKinney v. Carroll","1838-02-09"
"37 U.S. 72","United States v. Coombs","1838-01-27"
"37 U.S. 84","McNiel v. Holbrook","1838-02-15"
"37 U.S. 91","Mayor of Georgetown v. Alexandria Canal Co","1838-02-22"
"37 U.S. 101","West v. Brashear","1838-02-20"
"37 U.S. 102","Beaston v. Farmers' Bank of Del","1838-03-10"
"37 U.S. 140","Heirs of Wilson v. Life & Fire Ins. Co. of N.Y","1838-03-01"
"37 U.S. 143","Sarchet v. United States","1838-03-01"
"37 U.S. 145","Scott v. Lloyd","1838-03-08"
"37 U.S. 151","Zacharie v. Franklin","1838-03-08"
"37 U.S. 164","Clarke v. Mathewson","1838-02-19"
"37 U.S. 174","Bradstreet v. Thomas","1838-03-12"
"37 U.S. 178","Clarke v. White","1838-02-22"
"37 U.S. 201","Stelle v. Carroll","1838-02-24"
"37 U.S. 207","Adams, Cunningham & Co. v. Jones","1838-03-07"
"37 U.S. 215","United States v. Mills' Heirs","1838-03-08"
"37 U.S. 218","Levy v. Arredondo","1838-03-03"
"37 U.S. 221","N. Rogers & Sons v. Batchelor","1838-03-10"
"37 U.S. 234","Lyon v. James Auchincloss & Co","1838-02-28"
"37 U.S. 238","White v. Turk","1838-03-12"
"37 U.S. 241","Jenkins v. Pye","1838-02-22"
"37 U.S. 264","Galloway v. Finley","1838-03-12"
"37 U.S. 300","Toland v. Sprague","1838-02-06"
"37 U.S. 339","Ex Parte Story","1838-03-06"
"37 U.S. 345","Hepburn v. Dubois","1838-03-10"
"37 U.S. 378","Bradlie v. Maryland Ins. Co","1838-03-03"
"37 U.S. 410","Strother v. Lucas","1838-03-06"
"37 U.S. 472","Poultney v. City of La Fayette","1838-02-13"
"37 U.S. 476","United States v. Kingsley","1838-03-07"
"37 U.S. 488","Sibbald v. United States","1838-03-10"
"37 U.S. 497","Reynolds v. Douglass","1838-02-26"
"37 U.S. 507","Choteau v. Marguerite","1838-03-06"
"37 U.S. 511","Garcia v. Lee","1838-03-12"
"37 U.S. 524","Kendall v. United States ex rel. Stokes","1838-03-12"
"37 U.S. 654","United States v. Delespine's Heirs","1838-03-03"
"37 U.S. 657","Rhode Island v. Massachusetts","1838-02-21"
"37 U.S. 755","Massachusetts v. Rhode Island","1838-03-06"
"38 U.S. 1","Woodward v. Brown","1839-01-22"
"38 U.S. 6","Whiting v. Bank of United States","1839-01-22"
"38 U.S. 17","Van Ness v. Bank of United States","1839-01-22"
"38 U.S. 23","Rhode Island v. Massachusetts","1839-01-26"
"38 U.S. 26","Smith v. Richards","1839-02-05"
"38 U.S. 45","Ross v. Duval","1839-02-06"
"38 U.S. 65","Andrews v. Pond","1839-02-13"
"38 U.S. 81","United States v. Levy","1839-02-09"
"38 U.S. 84","United States v. Drummond","1839-02-09"
"38 U.S. 85","United States v. Burgevin","1839-02-09"
"38 U.S. 88","United States v. Heirs of De La Maza Arrendondo","1839-02-09"
"38 U.S. 89","Bradley v. Wash., Alexandria & Georgetown Steam","1839-02-20"
"38 U.S. 107","Bank of United States v. Lee","1839-02-11"
"38 U.S. 123","Bank of United States v. Peter","1839-02-26"
"38 U.S. 128","King v. Thompson","1839-02-23"
"38 U.S. 133","United States v. Heirs of Arrendondo","1839-03-01"
"38 U.S. 136","Wallace v. McConnell","1839-02-05"
"38 U.S. 153","Reed v. Marsh","1839-02-05"
"38 U.S. 157","Ocean Ins. Co. v. Polleys","1839-02-21"
"38 U.S. 166","Walker v. Parker","1839-02-25"
"38 U.S. 176","United States v. Hardyman","1839-02-20"
"38 U.S. 181","Stokes v. Saltonstall","1839-03-02"
"38 U.S. 195","Clark v. Smith","1839-02-28"
"38 U.S. 205","Downes & Co. v. Church","1839-03-04"
"38 U.S. 209","Stein v. Bowman","1839-02-08"
"38 U.S. 225","Ex Parte Hennen","1839-01-26"
"38 U.S. 230","Ex Parte Hennen","1839-02-20"
"38 U.S. 263","Bend v. Hoyt","1839-02-27"
"38 U.S. 279","Ex Parte Hoyt","1839-03-02"
"38 U.S. 292","Hardy v. Hoyt","1839-02-27"
"38 U.S. 294","Van Ness v. Hyatt","1839-03-02"
"38 U.S. 302","Moore v. Bank of Metropolis","1839-02-27"
"38 U.S. 312","McElmoyle ex rel. Bailey v. Cohen","1839-02-08"
"38 U.S. 331","Columbian Ins. Co. of Alexandria v. Ashby&Stribling","1839-02-05"
"38 U.S. 345","Moncure v. Dermott","1839-02-28"
"38 U.S. 359","Story v. Livingston","1839-03-07"
"38 U.S. 378","Wilcox v. Hunt","1839-03-07"
"38 U.S. 381","Lupton v. Janney","1839-02-22"
"38 U.S. 387","New England Ins. Co. v. Brig Sarah Ann","1839-03-09"
"38 U.S. 404","Ex Parte Whitney","1839-03-09"
"38 U.S. 409","Heirs of Emerson v. Hall","1839-03-02"
"38 U.S. 415","Williams v. Suffolk Ins. Co","1839-03-06"
"38 U.S. 423","Anthony v. Butler","1839-03-07"
"38 U.S. 436","Bagnell v. Broderick","1839-03-09"
"38 U.S. 459","Keene v. Whittaker","1839-02-28"
"38 U.S. 460","Carr v. Hoxie","1839-03-08"
"38 U.S. 464","Burton v. Smith","1839-03-07"
"38 U.S. 486","Meredith v. United States","1839-03-08"
"38 U.S. 498","Wilcox v. Jackson","1839-03-09"
"38 U.S. 519","Bank of Augusta v. Earle","1839-03-09"
"39 U.S. 1","Evans v. Gee","1840-01-21"
"39 U.S. 4","Lessee of Lattimer v. Poteet","1840-02-13"
"39 U.S. 19","Bank of Metropolis v. Guttschlick","1840-01-21"
"39 U.S. 33","Kane v. Paul","1840-02-14"
"39 U.S. 43","Covington v. Comstock","1840-02-19"
"39 U.S. 45","Smith v. Chesapeake & Ohio Canal Co","1840-02-20"
"39 U.S. 49","Mitchell v. Lennox","1840-02-03"
"39 U.S. 51","West v. Brashear","1840-02-10"
"39 U.S. 56","Commonwealth Bank of Ky v. Griffith","1840-02-11"
"39 U.S. 60","Commercial & RR Bank of Vicksburg v. Slocomb","1840-02-26"
"39 U.S. 67","Suydam v. Broadnax.","1840-02-26"
"39 U.S. 77","Carr v. Duval","1840-02-17"
"39 U.S. 84","Remington v. Linthicum","1840-02-12"
"39 U.S. 95","Frevall v. Bache","1840-02-10"
"39 U.S. 99","Peters v. Warren Ins. Co","1840-02-24"
"39 U.S. 114","Atkins v. N. & J. Dick & Co","1840-03-05"
"39 U.S. 122","Runyan v. Lessee of Coster","1840-02-01"
"39 U.S. 133","Preston v. Keene","1840-02-18"
"39 U.S. 141","Bank of Alexandria v. Dyer","1840-02-11"
"39 U.S. 147","Lessee of Walden v. Craig's Heirs","1840-01-21"
"39 U.S. 156","Walden v. Bodley","1840-02-08"
"39 U.S. 166","Edmonds v. Crenshaw","1840-02-26"
"39 U.S. 170","Keene v. Whitaker","1840-02-12"
"39 U.S. 172","Taylor v. Longworth","1840-02-21"
"39 U.S. 178","Lessee of Brewer v. Blougher","1840-02-25"
"39 U.S. 201","Sprigg v. Bank of Mount Pleasant","1840-03-09"
"39 U.S. 210","Rhode Island v. Massachusetts","1840-03-09"
"39 U.S. 282","De Valengin's Administrators v. Duffy","1840-03-09"
"39 U.S. 293","Irvine ex rel Lumberman's Bank of Warren v. Lowry","1840-03-09"
"39 U.S. 301","United States v. Knight","1840-02-08"
"39 U.S. 318","Fowler v. Brantly","1840-03-09"
"39 U.S. 322","Games v. Stiles","1840-03-09"
"39 U.S. 334","United States v. Wiggins","1840-02-21"
"39 U.S. 353","Lessee of Pollard's Heirs v. Kibbe","1840-02-20"
"39 U.S. 430","United States v. Wood","1840-03-03"
"39 U.S. 448","Philadelphia & Trenton R. Co. v. Stimpson","1840-02-24"
"39 U.S. 464","United States v. Morris","1840-02-28"
"39 U.S. 478","United States v. Heirs of Waterman","1840-03-09"
"39 U.S. 479","William & James Brown & Co. v. McGran","1840-02-01"
"39 U.S. 497","Decatur v. Paulding","1840-03-03"
"39 U.S. 524","United Staes v. Stone","1840-03-03"
"39 U.S. 526","United States v. Gratiot","1840-03-09"
"39 U.S. 540","Holmes v. Jennison","1840-03-04"
"40 U.S. 1","Vaughan v. Northup","1841-02-01"
"40 U.S. 9","Gaines v. Relf","1841-02-01"
"40 U.S. 18","Lessee of Coons v. Gallaher","1841-01-27"
"40 U.S. 21","Mayburry v. Brien","1841-01-26"
"40 U.S. 40","Houseman v. Cargo of Schooner North Carolina","1841-02-16"
"40 U.S. 52","Mitchel v. United States","1841-02-09"
"40 U.S. 93","Brush v. Ware","1841-02-10"
"40 U.S. 115","Gorman v. Lenox's Executors","1841-02-16"
"40 U.S. 119","Ex Parte Crenshaw","1841-02-01"
"40 U.S. 125","Smith v. Clapp","1841-02-01"
"40 U.S. 130","United States v. Rodman","1841-02-12"
"40 U.S. 141","United States v. Dickson","1841-02-09"
"40 U.S. 167","Levy v. Fitzpatrick","1841-02-17"
"40 U.S. 173","United States v. Heirs of Forbes","1841-02-16"
"40 U.S. 187","United States v. Boyd","1841-02-09"
"40 U.S. 211","Amis v. Pearle","1841-02-08"
"40 U.S. 213","Lea v. Kelly","1841-03-10"
"40 U.S. 215","Buyck v. United States","1841-02-17"
"40 U.S. 226","United States v. Heirs of Delespine","1841-02-12"
"40 U.S. 233","Rhode Island v. Massachusetts","1841-03-10"
"40 U.S. 275","O'Hara v. United States","1841-02-23"
"40 U.S. 284","Gwin v. Breedlove","1841-02-09"
"40 U.S. 287","Young v. Smith","1841-02-23"
"40 U.S. 290","United States v. Linn","1841-02-22"
"40 U.S. 319","United States v. Delespine","1841-03-02"
"40 U.S. 336","Gratiot v. United States","1841-03-02"
"40 U.S. 377","United States v. Bank of Metropolis","1841-03-02"
"40 U.S. 407","United States v. Fitzgerald","1841-03-02"
"40 U.S. 423","Minis v. United States","1841-03-02"
"40 U.S. 449","Groves v. Slaughter","1841-03-10"
"40 U.S. 518","United States v. Libellants of Schooner Amistad","1841-03-09"
"41 U.S. 1","Swift v. Tyson","1842-01-25"
"41 U.S. 25","Watkins v. Lessee of Holman","1842-01-31"
"41 U.S. 64","Beall v. Lessee of Holman","1842-01-31"
"41 U.S. 65","Long v. Palmer, Smith & Co","1842-02-05"
"41 U.S. 71","Cocke ex rel. Com. Bank of Columbus v. Halsey","1842-02-02"
"41 U.S. 89","Keary v. Farmers & Merchants Bank of Memphis","1842-02-02"
"41 U.S. 97","Gordon v. Longest","1842-03-02"
"41 U.S. 106","Tompkins v. Wheeler","1842-02-15"
"41 U.S. 121","Brander v. Phillips","1842-02-05"
"41 U.S. 132","Nixdorff v. Smith","1842-03-08"
"41 U.S. 138","Randolph v. Barrett","1842-03-07"
"41 U.S. 143","United States v. Breward","1842-02-10"
"41 U.S. 149","Fulton v. McAffee","1842-02-24"
"41 U.S. 153","United States v. Miranda","1842-02-15"
"41 U.S. 162","United States v. Low","1842-02-10"
"41 U.S. 169","Hyde & Gleises v. Booraem & Co","1842-02-09"
"41 U.S. 182","Hobson v. Heirs of McArthur","1842-03-01"
"41 U.S. 196","United States v. Hanson","1842-02-10"
"41 U.S. 203","United States v. Murphy","1842-03-02"
"41 U.S. 215","Hozey v. Buchanan","1842-03-07"
"41 U.S. 221","Milnor v. Metz","1842-03-02"
"41 U.S. 228","United States v. Heirs of Clarke","1842-02-10"
"41 U.S. 234","Mayor of Mobile v. Eslava","1842-02-15"
"41 U.S. 261","Mayor of Mobile v. Hallett","1842-03-12"
"41 U.S. 269","Kelsey v. Hobby","1842-02-19"
"41 U.S. 281","Armstrong v. Treasurer of Athens Cty","1842-03-12"
"41 U.S. 291","United States v. Eliason","1842-03-12"
"41 U.S. 303","Amis v. Smith","1842-03-12"
"41 U.S. 315","Gibson v. Chew","1842-03-10"
"41 U.S. 317","Bradstreet v. Potter","1842-03-10"
"41 U.S. 319","Roach v. Hulings","1842-03-10"
"41 U.S. 327","Fresh v. Gilson","1842-02-16"
"41 U.S. 336","Prouty v. Ruggles","1842-03-12"
"41 U.S. 342","Wood v. United States","1842-03-10"
"41 U.S. 367","Martin v. Lessee of Waddell","1842-02-09"
"41 U.S. 435","Dobbins v. Commissioners of Erie Cty","1842-03-04"
"41 U.S. 451","Parish v. Ellis","1842-03-08"
"41 U.S. 455","Harpending v. Minister of Reformed Protestant Dutch","1842-02-25"
"41 U.S. 495","Carpenter v. Providence Washington Ins. Co","1842-03-08"
"41 U.S. 513","Carver v. Hyde","1842-03-10"
"41 U.S. 521","Todd v. Daniel","1842-03-10"
"41 U.S. 525","Mills v. Brown","1842-03-08"
"41 U.S. 528","Mauran v. Bullus","1842-03-10"
"41 U.S. 539","Prigg v. Pennsylvania","1842-03-01"
"42 U.S. 1","Williams v. Ash","1842-03-04"
"42 U.S. 14","Hammond v. Lewis","1843-01-23"
"42 U.S. 24","United States v. Acosta","1843-01-14"
"42 U.S. 28","Walsh v. United States","1843-01-10"
"42 U.S. 28","Smith v. Condry","1843-02-18"
"42 U.S. 37","Alexander v. Graham","1843-01-11"
"42 U.S. 37","Lessee of Mercer v. Selden","1843-02-06"
"42 U.S. 56","Buchannon v. Upshaw","1843-02-02"
"42 U.S. 89","Strout v. Foster","1843-01-28"
"42 U.S. 95","Mayor and Aldermen of Mobile v. Emanuel","1843-02-02"
"42 U.S. 104","United States v. Linn","1843-01-26"
"42 U.S. 118","Morris v. Nixon","1843-02-25"
"42 U.S. 134","Bank of United States v. Beverly","1843-03-13"
"42 U.S. 153","Lloyd v. Hough","1843-02-14"
"42 U.S. 161","McKnight v. Taylor","1843-02-28"
"42 U.S. 169","Bell v. Bruen","1843-03-07"
"42 U.S. 188","Cartwright v. Howe","1843-02-15"
"42 U.S. 189","Bowman v. Wathen","1843-02-27"
"42 U.S. 197","Ellis v. Jones","1843-02-22"
"42 U.S. 202","McClurg v. Kingsland","1843-02-07"
"42 U.S. 211","Connor v. Bradley","1843-03-01"
"42 U.S. 219","Jewell v. Jewell","1843-03-09"
"42 U.S. 234","Bank of Metropolis v. New England Bank","1843-03-13"
"42 U.S. 241","McKenna v. Fisk","1843-03-09"
"42 U.S. 250","Peck v. Young","1843-02-08"
"42 U.S. 250","United States v. Irving","1843-03-10"
"42 U.S. 265","Nelson v. Carland","1843-02-07"
"42 U.S. 281","In Re Castleman","1843-02-07"
"42 U.S. 282","Collins v. Blyth","1843-02-07"
"42 U.S. 282","Taylor v. Savage","1843-03-10"
"42 U.S. 287","Minor v. Tillotson","1843-03-08"
"42 U.S. 289","Todd v. Daniell","1843-03-10"
"42 U.S. 290","Williams v. United States","1843-03-13"
"42 U.S. 301","Duncan v. Darst","1843-03-14"
"42 U.S. 311","Bronson v. Kinzie","1843-02-23"
"43 U.S. 9","McNutt ex rel. Leggett, Smith & Lawrence v. Bland","1844-01-30"
"43 U.S. 29","Gwin v. Breedlove","1844-01-31"
"43 U.S. 43","Lessee of Shriver v. Lynn","1844-02-01"
"43 U.S. 61","McCollum v. Eager","1844-02-22"
"43 U.S. 65","Ex Parte Barry",""
"43 U.S. 66","Spalding v. New York ex rel. Backus","1844-02-24"
"43 U.S. 66","Burke v. McKay","1844-02-24"
"43 U.S. 73","Knapp v. Banks","1844-02-03"
"43 U.S. 74","Stockton v. Bishop","1844-03-12"
"43 U.S. 76","Kinney v. Clark","1844-03-15"
"43 U.S. 127","Vidal v. Philadelphia","1843-01-30"
"43 U.S. 202","Chapman v. Forsyth & Limerick","1844-02-27"
"43 U.S. 210","Harmony v. United States","1844-03-06"
"43 U.S. 238","Brockett v. Brockett","1844-03-12"
"43 U.S. 241","Dromgoole v. Farmers' and Merchants' Bank of Miss","1844-03-01"
"43 U.S. 244","Griffin v. Thompson","1844-02-28"
"43 U.S. 258","Buckhannan, Hagan & Co. ex rel. Buckhannan v. Tinnin","1844-02-28"
"43 U.S. 263","Murphy v. Stewart","1844-03-01"
"43 U.S. 284","Stoddard v. Chambers","1844-03-15"
"43 U.S. 319","Grignon v. Astor","1844-03-15"
"43 U.S. 344","Chouteau v. Eckhart","1844-03-16"
"43 U.S. 376","Catts v. Phalen","1844-03-15"
"43 U.S. 383","Dade v. Irwin","1844-03-15"
"43 U.S. 392","Minor v. Tillotson","1844-03-16"
"43 U.S. 395","Taylor v. Savage","1844-03-12"
"43 U.S. 397","Rhodes v. Bell","1844-03-15"
"43 U.S. 406","Randel v. Brown","1844-03-04"
"43 U.S. 426","Lawrence v. McCalmont","1844-03-16"
"43 U.S. 455","Ex Parte Sibbald","1844-03-08"
"43 U.S. 457","Rhett v. Poe","1844-03-06"
"43 U.S. 486","Adams v. Roberts","1844-03-15"
"43 U.S. 497","Louisville, C & C. R. Co. v. Letson","1844-03-15"
"43 U.S. 560","Burwell v. Cawood","1844-03-12"
"43 U.S. 581","Ladiga v. Roland","1844-03-15"
"43 U.S. 591","Lessee of Pollard v. Files","1844-03-16"
"43 U.S. 608","McCracken v. Hayward","1844-03-09"
"43 U.S. 619","Gaines v. Chew","1844-02-21"
"43 U.S. 653","Hanson v. Lessee of Eustace","1844-03-09"
"43 U.S. 711","Bank of United States v. United States","1844-03-09"
"44 U.S. 9","Aldridge v. Williams","1844-12-20"
"44 U.S. 32","Barry v. Gamble","1845-01-14"
"44 U.S. 57","Dickson v. Wilkinson","1844-12-24"
"44 U.S. 62","Walker v. Bank of Washington","1844-12-24"
"44 U.S. 73","Henderson v. Anderson","1844-12-13"
"44 U.S. 81","Poultney v. City of Lafayette","1844-12-20"
"44 U.S. 87","Kendall v. Stokes","1845-01-10"
"44 U.S. 103","Ex Parte Dorr","1844-12-27"
"44 U.S. 106","Curtis v. Martin","1845-01-15"
"44 U.S. 110","Swartwout v. Gihon","1845-01-15"
"44 U.S. 111","Waller v. Best","1845-01-16"
"44 U.S. 120","United States v. Gear","1845-03-03"
"44 U.S. 133","Gordon v. Appeal Tax Court","1845-01-22"
"44 U.S. 151","Searight v. Stokes","1845-02-04"
"44 U.S. 187","Lessee of Croghan v. Nelson","1845-01-06"
"44 U.S. 197","Taylor v. United States","1845-01-10"
"44 U.S. 212","Lessee of Pollard v. Hagan","1845-02-18"
"44 U.S. 236","Cary v. Curtis","1845-01-21"
"44 U.S. 266","White v. Nicholls","1845-02-11"
"44 U.S. 292","Ex Parte Christy","1844-12-31"
"44 U.S. 333","Oliver v. Piatt","1845-02-26"
"44 U.S. 413","Washington Bridge Co. v. Stewart","1845-02-18"
"44 U.S. 426","Nugent v. Boyd","1845-01-17"
"44 U.S. 441","Carroll v. Safford","1845-03-05"
"44 U.S. 464","Lane v. Vick","1845-01-17"
"44 U.S. 483","Black v. J. W. Zacharie & Co","1845-01-17"
"44 U.S. 515","Camden v. Doremus","1845-02-26"
"44 U.S. 534","United States v. Hodge","1845-01-28"
"44 U.S. 534","Md. ex rel. Washington Cty. v. Baltimore & Ohio","1845-03-03"
"44 U.S. 553","Stimpson v. West Chester R. Co","1845-02-14"
"44 U.S. 556","United States v. Freeman","1845-02-11"
"44 U.S. 568","Andrews v. Wall","1845-02-24"
"44 U.S. 574","Bonnafee & Co. v. Williams","1845-02-11"
"44 U.S. 578","United States v. Prescott","1845-02-04"
"44 U.S. 589","Permoli v. Municipality No. 1 of New Orleans","1845-03-05"
"44 U.S. 611","Chaires v. United States","1845-02-04"
"44 U.S. 620","United States v. Marvin","1845-03-05"
"44 U.S. 624","Price ex rel. Gaulley v. Sessions","1845-02-19"
"44 U.S. 636","Daviess v. Fairbairne","1845-02-26"
"44 U.S. 650","Lessee of Brown v. Clements","1845-01-21"
"44 U.S. 674","Lessee of Clymer v. Dawkins","1845-02-04"
"44 U.S. 691","Brockett v. Brockett","1845-03-05"
"44 U.S. 693","McDonough v. Millaudon","1845-01-14"
"44 U.S. 707","Gantly v. Ewing","1845-02-11"
"44 U.S. 717","McFarland v. Gwin","1845-03-05"
"44 U.S. 720","Neil, Moore & Co. v. Ohio","1845-02-26"
"44 U.S. 750","Lessee of Hickey v. Stewart","1845-02-26"
"44 U.S. 763","Thomas Wilson & Co. v. Smith","1845-02-05"
"44 U.S. 771","Winston v. United States","1844-12-24"
"44 U.S. 771","Ross v. Prentiss","1844-12-24"
"44 U.S. 773","United States v. King","1845-03-05"
"45 U.S. 1","Gwinn v. Buchanan, Hagan ex rel. Holliday & Co","1845-12-09"
"45 U.S. 4","Brown v. Clarke","1846-01-12"
"45 U.S. 16","Tombigbee R. Co. v. Kneeland","1845-12-09"
"45 U.S. 17","Levi v. Thompson","1845-12-16"
"45 U.S. 20","Buchanan v. Alexander","1845-12-10"
"45 U.S. 21","Spalding v. New York ex rel. Backus","1845-12-30"
"45 U.S. 37","Beals v. Hale","1846-01-21"
"45 U.S. 55","Maney v. Porter","1845-12-16"
"45 U.S. 58","Erwin's Lessee v. Dundas","1845-12-30"
"45 U.S. 80","Gratiot v. United States","1846-01-14"
"45 U.S. 122","Paige v. Sessions","1846-01-16"
"45 U.S. 123","Garrard v. Lessee of Reynolds","1845-12-16"
"45 U.S. 127","Brandon v. Whitehead","1845-12-16"
"45 U.S. 131","Garland v. Davis","1846-01-20"
"45 U.S. 155","Stockton v. Bishop","1846-01-28"
"45 U.S. 169","Jourdan v. Barrett","1846-01-27"
"45 U.S. 185","Carpenter v. Providence Washington Ins. Co","1846-02-17"
"45 U.S. 225","Agricultural Bank of Miss. v. Rice","1846-02-24"
"45 U.S. 242","Clifton v. United States","1846-01-20"
"45 U.S. 251","Buckley v. United States","1846-02-12"
"45 U.S. 262","Musson v. Lake","1846-01-29"
"45 U.S. 286","United States v. McLemore","1846-01-21"
"45 U.S. 289","Zeller's Lessee v. Eckert","1846-02-03"
"45 U.S. 298","Knox v. Smith","1846-02-04"
"45 U.S. 317","Cookendorfer v. Preston","1846-01-29"
"45 U.S. 327","Rankin v. Hoyt","1845-12-30"
"45 U.S. 336","Harris v. Robinson","1846-02-04"
"45 U.S. 353","Foxcroft v. Mallett","1846-03-03"
"45 U.S. 380","Stimpson v. West Chester R. Co","1846-01-20"
"45 U.S. 404","Smyth v. Strader","1845-12-30"
"45 U.S. 421","Mackay v. Dillon","1846-03-03"
"45 U.S. 449","Les Bois v. Bramell","1846-03-03"
"45 U.S. 465","Brown v. Union Bank of Fla","1846-01-12"
"45 U.S. 467","Aspden v. Nixon","1846-03-04"
"45 U.S. 500","Downes v. Scott","1846-01-09"
"45 U.S. 503","Michoud v. Girod","1846-03-04"
"45 U.S. 567","United States v. Rogers","1846-03-09"
"45 U.S. 574","Barry v. Mercein","1846-02-09"
"45 U.S. 576","Bradford v. Williams","1846-03-03"
"45 U.S. 589","Hunt v. Palao","1846-03-09"
"45 U.S. 591","Rhode Island v. Massachusetts","1846-03-04"
"45 U.S. 640","Hardeman v. Anderson","1846-01-26"
"45 U.S. 645","Holliday v. Batson","1846-01-19"
"45 U.S. 646","Wilson v. Rousseau","1846-03-09"
"45 U.S. 709","Simpson v. Wilson","1846-03-09"
"45 U.S. 712","Wilson v. Turner","1846-03-09"
"45 U.S. 712","Woodworth v. Wilson","1846-03-09"
"46 U.S. 1","Wood v. Underhill","1846-12-21"
"46 U.S. 6","Sewall v. Chamberlain","1847-01-04"
"46 U.S. 7","N. & J. Dick & Co. v. Runnels","1846-12-21"
"46 U.S. 10","United States v. Lawton","1847-01-05"
"46 U.S. 29","United States v. Boyd","1846-12-29"
"46 U.S. 51","Pepper v. Dunlap","1846-12-21"
