nameAdvocate,homeAdvocate,dateArgument,caseInfo,citeInfo,role,transcriptURL,notes
Patricia J. Barry,,1986-03-25,"Meritor Savings Bank v. Vinson, 477 U.S. 57 (1986)",1985 J. Sup. Ct. U.S. 500,,,
Marsha S. Berzon,,1986-03-25,"International Union, United Automobile, Aerospace, and Agricultural Implement Workers of America v. Brock, 477 U.S. (1986)",1985 J. Sup. Ct. U.S. 500,,,
Carolyn B. Kuhl,,1986-03-25,"International Union, United Automobile, Aerospace, and Agricultural Implement Workers of America v. Brock, 477 U.S. (1986)",1985 J. Sup. Ct. U.S. 500,,,
Marcy J.K. Tiffany,,1986-03-25,"Federal Trade Commission v. Indiana Federation of Dentists, 476 U.S. 447 (1986)",1985 J. Sup. Ct. U.S. 500,,,
Kathleen McManus,,1986-03-26,"Ohio Civil Rights Comm'n v. Dayton Christian Public Schools, Inc., 477 U.S. 619 (1986)",1985 J. Sup. Ct. U.S. 502,,,
Denise Anton,,1986-04-01,"Henderson v. United States, 476 U.S. 321 (1986)",1985 J. Sup. Ct. U.S. 517,,,
Norma Case,,1986-04-02,"Smalis v. Pennsylvania, 476 U.S. 140 (1986)",1985 J. Sup. Ct. U.S. 519,,,
Carolyn B. Kuhl,,1986-04-22,"Bazemore v. Friday, 478 U.S. 385 (1986)",1985 J. Sup. Ct. U.S. 572,,,
Joy B. Shearer,,1986-04-22,"Ford v. Wainwright, 477 U.S. 399 (1986)",1985 J. Sup. Ct. U.S. 572,,,
Lois G. Williams,,1986-04-23,"Bowsher v. Synar, 478 U.S. 714 (1986)",1985 J. Sup. Ct. U.S. 575,,,
Maria Milagros Solo,,1986-04-28,"Posadas de Puerto Rico v. Tourism Company of Puerto Rico, 478 U.S. 328 (1986)",1985 J. Sup. Ct. U.S. 589,,,
Maria Norma Martinez,,1986-04-29,"Lyng v. Castillo, 477 U.S. 635 (1986)",1985 J. Sup. Ct. U.S. 592,,,
Yvette Hall War Bonnett,,1986-10-06,"Hodel v. Irving, 481 U.S. 704 (1987)",1986 J. Sup. Ct. U.S. 110,,,
Dana Marks Keener,,1986-10-07,"INS v. Cardoza-Fonseca, 480 U.S. 421 (1987)",1986 J. Sup. Ct. U.S. 111,,,
Marian M. Johnston,,1986-10-08,"California Federal Savings & Loan Ass'n v. Guerra, 472 U.S. 272 (1987)",1986 J. Sup. Ct. U.S. 113,,,
Mary Beth Westmoreland,,1986-10-15,"McCleskey v. Kemp, 481 U.S. 279 (1987)",1986 J. Sup. Ct. U.S. 141,,,
Miriam F. Miquelon,,1986-11-11,"Illinois v. Krull, 480 U.S. 340 (1987)",1986 J. Sup. Ct. U.S. 201,,,
Constance E. Brooks,,1986-11-12,"Johnson v. Transportation Agency, Santa Clara Cty., 480 U.S. 616 (1987)",1986 J. Sup. Ct. U.S. 217,,,
Barbara R. Banke,,1986-12-02,"California Coastal Comm'n v. Granite Rock Company, 480 U.S. 572 (1987)",1986 J. Sup. Ct. U.S. 267,,,
Monica Knox,,1986-12-02,"California v. Brown, 479 U.S. 538 (1987)",1986 J. Sup. Ct. U.S. 267,,,
Linda Ann Akers,,1986-12-08,"Arizona v. Hicks, 480 U.S. 321 (1987)",1986 J. Sup. Ct. U.S. 289,,,
Julia S. Levin,,1986-12-09,"Wimberly v. Missouri Labor and Industrial Relations Comm'n, 479 U.S. 511 (1987)",1986 J. Sup. Ct. U.S. 292,,,
Julia DiCocco Dewey,,1996-12-09,"Connecticut v. Barrett, 479 U.S. 523 (1987)",1986 J.Sup. Ct. U.S. 292,,,
Maureen Phelan,,1986-12-09,"Colorado v. Spring, 479 U.S. 564 (1987)",1986 J. Sup. Ct. U.S. 292,,,
Carole F. Grossman,,1987-01-13,"Bowen v. Yuckert, 482 U.S. 137 (1987)",1986 J. Sup. Ct. U.S. 350,,,
Lynn E. McNown,,1987-01-13,"United States v. General Dynamics Corp., 481 U.S. 239 (1987)",1986 J. Sup. Ct. U.S. 350,,,
Jill A. Hanken,,1987-01-14,"Lukhard v. Reed, 481 U.S. 368 (1987)",1986 J. Sup. Ct. U.S. 352,,,
Anne Owings Wilson,,1987-01-20,"Arkansas Writers' Project v. Ragland, 481 U.S. 221 (1987)",1986 J. Sup. Ct. U.S. 372,,,
Elizabeth Holtzman,,1987-02-23,"New York v. Burger, 482 U.S. 691 (1987)",1986 J. Sup. Ct. U.S. 441,,,
Sally Louise Dilgart,,1987-02-24,"Pope v. Illinois, 481 U.S. 497 (1987)",1986 J. Sup. Ct. U.S. 445,,,
Marcia L. Friedl,,1987-02-24,"Granberry v. Greet, 481 U.S. 129 (1987)",1986 J. Sup. Ct. U.S. 445,,,
Patricia A. Brannan,,1987-02-25,"Shaare Tefila Congregation v. Cobb, 481 U.S. 615 (1987)",1986 J. Sup. Ct. U.S. 448,,,
Deborah T. Garren,,1987-02-25,"Shaare Tefila Congregation v. Cobb, 481 U.S. 615 (1987)",1986 J. Sup. Ct. U.S. 448,,,
Caroline Mitchell,,1987-02-25,"St. Francis College v. Al-Khazraji, 481 U.S. 604 (1987)",1986 J. Sup. Ct. U.S. 448,,,
Gaele M. Barthold,,1987-03-02,"Pennsylvania v. Finley, 481 U.S. 551 (1987)",1986 J. Sup. Ct. U.S. 464,,,
Catherine M. Harper,,1987-03-02,"Pennsylvania v. Finley, 481 U.S. 551 (1987)",1986 J. Sup. Ct. U.S. 464,,,
Kathy Goudy,,1987-03-03,"United States v. Mendoza-Lopez, 481 U.S. 828 (1987)",1986 J. Sup. Ct. U.S. 466,,,
Penelope M. Cooper,,1987-03-04,"United States v. Merchant, 480 U.S. 615 (1987)",1986 J. Sup. Ct. U.S. 467,,,
Laurie M. Hodian,,1987-03-24,"O'Lone v. Estate of Shabazz, 482 U.S. 342 (1987)",1986 J. Sup. Ct. U.S. 518,,,
Mary C. Dunlap,,1987-03-24,"San Francisco Arts & Athletics, Inc. v. United States Olympic Committee, 483 U.S. 522 (1987)",1986 J. Sup. Ct. U.S. 518,,,
Betty Jo Christian,,1987-03-25,"Burlington Northern Railroad Co., 481 U.S. 454 (1987)",1986 J. Sup. Ct. U.S. 519,,,
Mary Louise Barton,,1987-03-25,"Rivera v. Minnich, 483 U.S. 574 (1987)",1986 J. Sup. Ct. U.S. 520,,,
Andrea Sheridan Ordin,,1987-03-30,"Nollan v. California Coastal Comm'n, 483 U.S. 825 (1987)",1986 J. Sup. Ct. U.S. 536,,,
Judith Resnick,,1987-03-30,"Board of Directors, Rotary Int'l v. Rotary Club of Duarte, 481 U.S. 537 (1987)",1986 J. Sup. Ct. U.S. 536,,,name originally spelled Judith Resnik
Marian M. Johnston,,1987-03-30,"Board of Directors, Rotary Int'l v. Rotary Club of Duarte, 481 U.S. 537 (1987)",1986 J. Sup. Ct. U.S. 536,,,
Kathleen Kelly Walsh,,1987-03-31,"Arizona v. Mauro, 481 U.S. 520 (1987)",1986 J. Sup. Ct. U.S. 538,,,
Patricia Rosen,,1987-03-31,"Rockford Life Insurance Company v. Illinois Department of Revenue, 482 U.S. 182 (1987)",1986 J. Sup. Ct. U.S. 538,,,
Catherine McLamb,,1987-04-22,"Bowen v. Gilliard, 483 U.S. 587 (1987)",1986 J. Sup. Ct. U.S. 593,,,
Jane R. Wettach,,1987-04-22,"Bowen v. Gilliard, 483 U.S. 587 (1987)",1986 J. Sup. Ct. U.S. 593,,,
Penny R. Warren,,1987-04-22,"Kentucky v. Stincer, 482 U.S. 730 (1987)",1986 J. Sup. Ct. U.S. 593,,,
Suellen M. Wolfe,,1987-04-28,"American Trucking Associations, Inc. v. Scheiner, 483 U.S. 266 (1987)",1986 J. Sup. Ct. U.S. 612,,,
Charlotte Uram,,1987-04-29,"Texas v. New Mexico, 482 U.S. 124 (1987)",1986 J. Sup. Ct. U.S. 613,,,
Leslie D. Edwards,,1987-10-13,"Hazelwood School District v. Kuhlmeier, 484 U.S. 260 (1988)",1987 J. Sup. Ct. U.S. 117,,,
Mary Anne Sedey,,1987-11-02,"Forrester v. White, 484 U.S. 219 (1988)",1987 J. Sup. Ct. U.S. 164,,,
Roslyn B. Kaplan,,1987-11-02,"Forrester v. White, 484 U.S. 219 (1988)",1987 J. Sup. Ct. U.S. 164,,,
Elizabeth M. Osenbaugh,,1987-11-03,"ETSI Pipeline Project v. Missouri, 484 U.S. 495 (1988)",1987 J. Sup. Ct. U.S. 165,,,
Carolou Perry Durham,,1987-11-03,"United States v. Robinson, 485 U.S. 25 (1988)",1987 J. Sup. Ct. U.S. 165,,,
Colleen K. Connell,,1987-11-03,"Hartigan v. Zbaraz, 484 U.S. 171 (1987)",1987 J. Sup. Ct. U.S. 165,,,
Kathy D. Sones,,1987-11-09,"Phillips Petroleum Company v. Mississippi, 484 U.S 469 (1988)",1987 J. Sup. Ct. U.S. 183,,,
Sheila L. Brogna,,1987-11-09,"Honig v. Doe, 484 U.S. 305 (1988)",1987 J. Sup. Ct. U.S. 183,,,
Joan R. Gallo,,1987-11-10,"Pennell c. City of San Jose, 485 U.S. 1 (1988)",1987 J. Sup. Ct. U.S. 185,,,
Marilyn B. Miles,,1987-11-30,"Lyng v. Northwest Indian Cemetery Protective Association, 485 U.S. 439 (1988)",1987 J. Sup. Ct. U.S. 227,,,
Dorothy A. Harper,,1987-12-01,"INS v. Abudu, 485 U.S 94 (1988)",1987 J. Sup. Ct. U.S. 229,,,
Mary S. Burdick,,1987-12-01,"Pierce v. Underwood, 487 U.S. 552 (1988)",1987 J. Sup. Ct. U.S. 230,,,
Suanne Lovendahl,,1987-12-08,"Employment Division, Oregon Dep't of Human Resources v. Smith, 485 U.S. 660 (1988)",1987 J. Sup. Ct. U.S. 247,,,
Lisa S. Van Amburg,,1988-01-11,"Loeffler v. Frank, 486 U.S. 549 (1988)",1987 J. Sup. Ct. U.S. 303,,,
Andrea L. Biren,,1988-01-12,"Univ. of California v. Public Employment Relations Board, 485 U.S. 589 (1988)",1987 J. Sup. Ct. U.S. 306,,,
Laurie N. Davison,,1988-01-13,"Gardebring v. Jenkins, 485 U.S. 415 (1988)",1987 J. Sup. Ct. U.S. 308,,,
Ruth E. Peters,,1988-02-23,"FLRA v. Aberdeen Proving Ground, Department of the Army, 485 U.S. 409 (1988)",1987 J. Sup. Ct. U.S. 400,,,
Andrea L. Solak,,1988-02-24,"Michigan v. Chesternut, 486 U.S. 567 (1988)",1987 J. Sup. Ct. U.S. 402,,,
Penda D. Hair,,1988-02-29,"Pattterson v. McLean Credit Union, 485 U.S. 617 (1988)",1987 J. Sup. Ct. U.S. 418,,,
Mary E. Curtin,,1988-03-22,"FDIC v. Mallen, 486 U.S. 230 (1988)",1987 J. Sup. Ct. U.S. 482,,,
Susan V. Boleyn,,1988-03-28,"Amadeo v. Zant, 486 U.S. 214 (1988)",1987 J. Sup. Ct. U.S. 499,,,
Janet Benshoof,,1988-03-30,"Bowen v. Kendrick, 487 U.S. 589 (1988)",1987 J. Sup. Ct. U.S. 503,,,
Susan S. Dickerson,,1988-04-19,"Maynard v. Cartwright, 486 U.S. 356 (1988)",1987 J. Sup. Ct. U.S. 558,,,
Mandy Welch,,1988-04-19,"Maynard v. Cartwright, 486 U.S. 356 (1988)",1987 J. Sup. Ct. U.S. 558,,,
Maureen E. Mahoney,,1988-04-19,"Mackie v. Lanier Collection Agency & Service, Inc., 486 U.S. 825 (1988)",1987 J. Sup. Ct. U.S. 558,,,
Evalynn Welling,,1988-04-19,"Clark v. Jeter, 486 U.S. 456 (1988)",1987 J. Sup. Ct. U.S. 558,,,
Ellen Viakley,,1988-04-19,"Berkovitz v. United States, 486 U.S. 531 (1988)",1987 J. Sup. Ct. U.S. 558,,,
Alexia Morrison,,1988-04-26,"Morrison v. Olson, 487 U.S. 654 (1988)",1987 J. Sup. Ct. U.S. 579,,,
Penny J. White,,1988-04-27,"Houston v. Lack, 487 U.S. 266 (1988)",1987 J. Sup. Ct. U.S. 582,,,
Patricia Unsinn,,1988-10-04,"Teague v. Lane, 489 U.S. 288 (1989)",1988 J. Sup. Ct. U.S. 89,,,
Kathryn A. Oberly,,1988-10-31,"Price Waterhouse v. Hopkins, 490 U.S. 228 (1989)",1988 J. Sup. Ct. U.S. 173,,,
Margene A. Roper,,1988-11-01,"Dugger v. Adams, 489 U.S. 401 (1989)",1988 J. Sup. Ct. U.S. 175,,,
Harriet D. Burke,,1988-11-01,"Texas Monthly, Inc. v. Bullock, 489 U.S. 1 (1989)",1988 J. Sup. Ct. U.S. 175,,,
Lois G. Williams,,1988-11-02,"National Treasury Employees Union v. Von Raab, 489 U.S. 656 (1989)",1988 J. Sup. Ct. U.S. 177,,,
Laurie Webb Daniel,,1988-11-29,"Osterneck v. Ernst & Whinney, 489 U.S. 169 (1989)",1988 J. Sup. Ct. U.S. 243,,,
Susan V. Boleyn,,1988-11-29,"Zant v. Moore, 489 U.S. 836 (1989)",1988 J. Sup. Ct. U.S. 244,,,
Mary R. Hamill,,1988-11-29,"Amerada Hess Corp. v. Director, Tax Div., New Jersey Treasury Dep't, 490 U.S. 66 (1989)",1988 J. Sup. Ct. U.S. 244,,,
Gaele M. Barthold,,1988-12-06,"Castille v. Peoples, 489 U.S. 346 (1989)",1988 J. Sup. Ct. U.S. 266,,,
Diane C. Yu,,1989-01-10,"Oring v. State Bar of California, 488 U.S. 590 (1989)",1988 J. Sup. Ct. U.S. 328,,,
Maria Tankenson Hodge,,1989-01-11,"Barnard v. Thorstenn, 489 U.S. 546 (1989)",1988 J. Sup. Ct. U.S. 330,,,
Barbara Willett Jones,,1989-01-18,"Kentucky Dep't of Corrections v. Thompson, 490 U.S. 454 (1989)",1988 J. Sup. Ct. U.S. 348,,,
Roslyn M. Litman,,1989-02-22,"County of Allegheny v. ACLU, Greater Pittsburgh Chapter, 492 U.S. 573 (1989)",1988 J. Sup. Ct. U.S. 426,,,
Maria Parisi-Vickers,,1989-02-28,"Dellmuth v. Muth, 491 U.S. 22 (1989)",1988 J. Sup. Ct. U.S. 446,,,
Martha A. Field,,1989-02-28,"Dellmuth v. Muth, 491 U.S. 22 (1989)",1988 J. Sup. Ct. U.S. 446,,,
Patti A. Goldman,,1989-03-20,"American Foreign Service Association v. Garfinkel, 490 U.S. 153 (1989)",1988 J. Sup. Ct. U.S. 499,,,
Kathi Alyce Drew,,1989-03-21,"Texas v. Johnson, 491 U.S. 397 (1989)",1988 J. Sup. Ct. U.S. 502,,,
Nancy A. McKerrow,,1989-03-27,"Stanford v. Kentucky, 492 U.S. 361 (1989)",1988 J. Sup. Ct. U.S. 519,,,
Carolyn P. Chiechi,,1989-04-18,"Colonial American Life Insurance Co. v. Commissioner of Internal Revenue, 491 U.S. 244 (1989)",1988 J. Sup. Ct. U.S. 578,,,
Clarine Nardi Riddle,,1989-04-19,"Hoffman v. Connecticut Department of Income Maintenance, 492 U.S. 96 (1989)",1988 J. Sup. Ct. U.S. 579,,,
Delores R. Byrd,,1989-04-24,"Alabama v. Smith, 490 U.S. 794 (1989)",1988 J. Sup. Ct. U.S. 594,,,
Susan M. Williams,,1989-04-25,"Wyoming v. United States, 492 U.S. 406 (1989)",1988 J. Sup. Ct. U.S. 596,,,
Christine A. Desan-Husson,,1989-10-03,"Chesapeake and Ohio Railway Company v. Schwalb, 493 U.S. 40 (1989)",1989 J. Sup. Ct. U.S. 95,,,
Analeslie Muncy,,1989-10-04,"FW/PBS, Inc. v. City of Dallas, 493 U.S. 215 (1990)",1989 J. Sup. Ct. U.S. 97,,,
Joan Herre Byers,,1989-10-10,"McKoy v. North Carolina, 494 U.S. 433 (1990)",1989 J. Sup. Ct. U.S. 122,,,
Inge Fryklund,,1989-10-11,"Holland v. Illinois, 493 U.S. 474 (1990)",1989 J. Sup. Ct. U.S. 123,,,
Vivian Berger,,1989-11-01,"Saffle v. Parks, 494 U.S. 484 (1990)",1989 J. Sup. Ct. U.S. 169,,,
Amy L. Wax,,1989-11-27,"Sullivan v. Everhart, 494 U.S. 83 (1990)",1989 J. Sup. Ct. U.S. 244,,,
Linda J. Olson,,1989-11-27,"Sullivan v. Everhart, 494 U.S. 83 (1990)",1989 J. Sup. Ct. U.S. 244,,,
Rita S. Eppler,,1989-11-29,"Ohio v. Akron Center for Reproductive Health, 497 U.S. 502 (1990)",1989 J. Sup. Ct. U.S. 247,,,
Linda R. Sogg,,1989-11-29,"Ohio v. Akron Center for Reproductive Health, 497 U.S. 502 (1990)",1989 J. Sup. Ct. U.S. 247,,,
Janet Benshoof,,1989-11-29,"Hodgson v. Minnesota, 497 U.S. 417 (1990)",1989 J. Sup. Ct. U.S. 247,,,
S. Adele Shank,,1989-12-05,"Osborne v. Ohio, 495 U.S. 103 (1990)",1989 J. Sup. Ct. U.S. 268,,,
Patricia T. Barmeyer,,1990-01-06,"Georgia v. South Carolina, 497 U.S. 376 (1990)",1989 J. Sup. Ct. U.S. 322,,,
Judith Reed,,1990-01-06,"Lytle v. Household Manufacturing , Inc., 494 U.S. 545 (1990)",1989 J. Sup. Ct. U.S. 322,,,
R. Claire Guthrie,,1990-01-09,"Wilder v. Virginia Hospital Association, 496 U.S. 498 (1990)",1989 J. Sup. Ct. U.S. 324,,,
Christine A. Desan-Husson,,1990-01-10,"United States v. Dalm, 494 U.S. 596 (1990)",1989 J. Sup. Ct. U.S. 326,,,name originally spelled Christine Dean-Husson
Jane Moran,,1990-01-16,"United States Department of Labor v. Triplett, 494 U.S. 715 (1990)",1989 J. Sup. Ct. U.S. 342,,,
Mary Lee Leahy,,1990-01-16,"Rutan v. Republican Party of Illinois, 497 U.S. 62 (1990)",1989 J. Sup. Ct. U.S. 342,,,
Bonita L. Kneeland,,1990-01-17,"Adams Fruit Company v. Barrett, 494 U.S. 638 (1990)",1989 J. Sup. Ct. U.S. 355,,,
Judy Clare Clarke,,1990-02-20,"Unites States v. Munoz-Flores, 495 U.S. 385 (1990)",1989 J. Sup. Ct. U.S. 424,,,
Marcia L. Friedl,,1990-02-20,"Illinois v. Perkins, 496 U.S. 292 (1990)",1989 J. Sup. Ct. U.S. 424,,,
Juliana Drous,,1990-02-21,"Horton v. California, 496 U.S. 128 (1990)",1989 J. Sup. Ct. U.S. 426,,,
Anne E. Peek,,1990-02-26,"Minnesota v. Olson, 495 U.S. 91 (1990)",1989 J. Sup. Ct. U.S. 440,,,
Carol C. Flowe,,1990-02-27,"Pension Benefit Guaranty Corporation v. LTV Corporation, 496 U.S. 633 (1990)",1989 J. Sup. Ct. U.S. 442,,,aka Carol Connor Flowe
Bridget R. Steller,,1990-03-21,"Grady v. Corbin, 495 U.S. 508 (1990)",1989 J. Sup. Ct. U.S. 501,,,
Shirley D. Peterson,,1990-03-26,"Davis v. United States, 495 U.S. 472 (1990)",1989 J. Sup. Ct. U.S. 518,,,
Amy L. Wax,,1990-03-27,"Hughey v. United States, 495 U.S. 411 (1990)",1989 J. Sup. Ct. U.S. 520,,,
Margaret Polivy,,1990-03-28,"Metro Broadcasting, Inc. v. FCC, 497 U.S. 547 (1990)",1989 J. Sup. Ct. U.S. 521,,,
Catherine Hancock,,1990-04-25,"Sawyer v. Smith, 497 U.S. 227 (1990)",1989 J. Sup. Ct. U.S. 593,,,
Dorothy A. Pendergast,,1990-04-25,"Sawyer v. Smith, 497 U.S. 227 (1990)",1989 J. Sup. Ct. U.S. 593,,,
Marsha S. Berzon,,1990-10-10,"International Union, United Automobile, Aerospace & Agricultural Implement Workers of American, UAW v. Johnson Controls, 499 U.S. 187 (1991)",1990 J. Sup. Ct. U.S. 143,,,
Amy L. Wax,,1990-10-30,"Gozlon-Peretz v. United States, 498 U.S. 395 (1991)",1990 J. Sup. Ct. U.S. 217,,,
Amelia W. Baker,,1990-10-30,"James M. Beam Distilling Company v. Georgia, 501 U.S. 529 (1991)",1990 J. Sup. Ct. U.S. 217,,,
Mary Beth Westmoreland,,1990-10-31,"McCleskey v. Zant, 499 U.S. 467 (1991)",1990 J. Sup. Ct. U.S. 219,,,
Roberta Lee Halladay,,1990-11-05,"Mobile Oil Exploration & Producing Southeast, Inc. v. United Distribution Companies, 498 U.S. 211 (1991)",1990 J. Sup. Ct. U.S. 239,,,
Carla J. Johnson,,1990-11-05,"Harmelin v. Michigan, 501 U.S. 957 (1991)",1990 J. Sup. Ct. U.S. 239,,,
Paula K. Smith,,1990-11-06,"Ford v. Georgia, 498 U.S. 411 (1991)",1990 J. Sup. Ct. U.S. 241,,,
Carolyn M. Snurkowski,,1990-11-07,"Parker v. Dugger, 498 U.S. 308 (1991)",1990 J. Sup. Ct. U.S. 243,,,
Jennifer J. Bercier,,1990-12-03,"McDermott International, Inc. v. Wilander, 498 U.S. 337 (1991)",1990 J. Sup. Ct. U.S. 319,,,
Joanne S. Faulkner,,1991-01-07,"Connecticut v. Doehr, 501 U.S. 1 (1991)",1990 J. Sup. Ct. U.S. 382,,,
Elizabeth Alexander,,1991-01-07,"Wilson v. Seiter, 501 U.S. 294 (1991)",1990 J. Sup. Ct. U.S. 382,,,
Rita S. Eppler,,1991-01-07,"Wilson v. Seiter, 501 U.S. 294 (1991)",1990 J. Sup. Ct. U.S. 382,,,
Joann Bour-Stokes,,1991-01-16,"Ohio v. Huertas, 498 U.S. 336 (1991)",1990 J. Sup. Ct. U.S. 407,,,
Nina Kraut,,1991-02-19,"Siegert v. Gilley, 500 U.S. 226 (1991)",1990 J. Sup. Ct. U.S. 488,,,
Joan Marie Fisher,,1991-02-19,"Lankford v. Idaho, 500 U.S. 110 (1991)",1990 J. Sup. Ct. U.S. 488,,,
Ann M. Sheadel,,1991-02-25,"Key v. Ehrler, 499 U.S. 423 (1991)",1990 J. Sup. Ct. U.S. 509,,,
Denise I. Young,,1991-02-27,"Schad v. Arizona, 501 U.S. 624 (1991)",1990 J. Sup. Ct. U.S. 513,,,
Alison Steiner,,1991-03-19,"Stevens v. Dep't of Treasury, 500 U.S. 1 (1991)",1990 J. Sup. Ct. U.S. 567 ,,,
Amy L. Wax,,1991-03-19,"Stevens v. Dep't of Treasury, 500 U.S. 1 (1991)",1990 J. Sup. Ct. U.S. 567,,,
Juliana Drous,,1991-03-19,"Ylst v. Nunnemaker, 501 U.S. 797 (1991)",1990 J. Sup. Ct. U.S. 568,,,
Margaret E. Woodward,,1991-03-20,"International Primate Protection League v. Administrators , Tulane Educational Fund, 500 U.S. 72 (1991)",1990 J. Sup. Ct. U.S. 570,,,
Joan M. Hall,,1991-03-27,"Kamen v. Kemper Financial Services, Inc., 500 U.S. 90 (1991)",1990 J. Sup. Ct. U.S. 591,,,
Patti A. Goldman,,1991-04-16,"Metropolitan Washington Airports Authority v. Citizens for the Abatement of Aircraft Noise, Inc., 501 U.S. 252 (1991)",1990 J. Sup. Ct. U.S. 644,,,
Marian Matthews,"Deputy Attorney General, New Mexico",1991-04-16,"Oklahoma v. New Mexico, 501 U.S. 221 (1991)",1990 J. Sup. Ct. U.S. 644,,,
Amy L. Wax,,1991-04-17,"Astoria Federal Savings & Loan v. Solomino, 501 U.S. 104 (1991)",1990 J. Sup. Ct. U.S. 646,,,
Pamela S. Karlan,,1991-04-22,"Chisom v. Roemer, 501 U.S. 380 (1991)",1990 J. Sup. Ct. U.S. 665,,,
Kathleen M. Sullivan,,1991-04-23,"Freytag v. Commissioner, 501 U.S. 868 (1991)",1990 J. Sup. Ct. U.S. 667,,,
Ann Hardgrove Voris,,1991-10-09,"Estelle, Warden v. Mcguire, 502 U.S. 62 (1991)",1991 J. Sup. Ct. U.S. 123,,,
Amy L. Wax,,1991-10-16,"King v. St. Vincent's Hospital, 502 U.S. 215 (1991)",1991 J. Sup. Ct. U.S. 151,,,
Mary Boresz Pike,,1991-10-16,"INS v. Doherty, 502 U.S. 314 (1992)",1991 J. Sup. Ct. U.S. 152,,,
Maureen E. Mahoney,,1991-10-16,"INS v. Doherty, 502 U.S. 314 (1992)",1991 J. Sup. Ct. U.S. 152,,,
Maureen E. Mahoney,,1991-11-04,"INS v. Elias-Zacarias, 502 U.S. 478 (1992)",1991 J. Sup. Ct. U.S. 204,,,
Pamela S. Moran,,1991-11-04,"Foucha v. Louisiana, 504 U.S. 71 (1992)",1991 J. Sup. Ct. U.S. 205,,,
Mary B. Guthrie,,1991-11-04,"Wyoming v. Oklahoma, 502 U.S. 437 (1992)",1991 J. Sup. Ct. U.S. 205,,,
Arleen C. Anderson,,1991-11-05,"White v. Illinois, 502 U.S. 346 (1992)",1991 J. Sup. Ct. U.S. 207,,,
Sandra A. Blanding,,1991-11-06,"Lee v. Weisman, 505 U.S. 577 (1992)",1991 J. Sup. Ct. U.S. 209,,,
Amy L. Wax,,1991-11-06,"Williams v. United States, 503 U.S. 193 (1992)",1991 J. Sup. Ct. U.S. 209,,,
Christina M. Tchen,,1991-12-02,"Suter v. Artist M., 503 U.S. 347 (1992)",1991 J. Sup. Ct. U.S. 288,,,
Maureen E. Mahoney,,1991-12-09,"McCarthy v. Madigan, 503 U.S. 140 (1992)",1991 J. Sup. Ct. U.S. 305 ,,,
Katherian D. Roe,,1991-12-10,"United States v. R.L.C., 503 U.S. 291 (1992)",1991 J. Sup. Ct. U.S. 308,,,
Nancy S. Cusack,,1992-01-14,"Barnhill v. Johnson, 503 U.S. 393 (1992)",1991 J. Sup. Ct. U.S. 380,,,
Amy L. Wax,,1992-01-15,"United States v. Wilson, 503 U.S. 329 (1992)",1991 J. Sup. Ct. U.S. 382,,,
Janet C. Hall,,1992-01-21,"Connecticut National Bank v. Germain, 503 U.S. 249 (1992)",1991 J. Sup. Ct. U.S. 406,,,
Holly D. Wilkens,,1992-02-25,"Medina v. California, 505 U.S. 437 (1992)",1991 J. Sup. Ct. U.S. 502,,,
Dorothy A. Pendergast,,1992-02-25,"Sawyer v. Whitley, 505 U.S. 333 (1992)",1991 J. Sup. Ct. U.S. 502,,,
Vanessa Ramirez,,1992-02-26,"PFZ Properties v. Rodriguez, 503 U.S. 257 (1992)",1991 J. Sup. Ct. U.S. 504,,,
Carolyn M. Snurkowski,,1992-03-02,"Sochor v. Florida, 504 U.S. 527 (1992)",1991 J. Sup. Ct. U.S. 524,,,
Mary R. Hamill,,1992-03-04,"Allied-Signal, Inc. v. Director. Division of Taxation, 504 U.S. 768 (1992)",1991 J. Sup. Ct. U.S. 527,,,
Maureen E. Mahoney,,1992-03-24,"Wright v. West, 505 U.S. 277 (1992)",1991 J. Sup. Ct. U.S. 596,,,
Betty Jo Christian,,1992-04-20,"Burlington Northern Railroad Company v. Ford, 504 U.S. 648 (1992)",1991 J. Sup. Ct. U.S. 677 ,,,
Kathryn Kolbert,,1992-04-22,"Planned Parenthood of Southeastern Pennsylvania v. Casey, 505 U.S. 833(1992)",1991 J. Sup. Ct. U.S. 683,,,
Marcia Mason,,1992-04-22,"Kraft General Foods, Inc. v. Iowa Department of Revenue & Finance, 505 U.S. 71 (1992)",1991 J. Sup. Ct. U.S. 683,,,
Mary R. Hamill,,1992-04-22,"Allied-Signal, Inc. v. Director. Division of Taxation, 504 U.S. 768 (1992)",1991 J. Sup. Ct. U.S. 683,,,
Deborah Ellis,,1992-10-06,"Bray v. Alexandria Women's Health Clinic, 506 U.S. 263 (1993)",1992 J. Sup. Ct. U.S. 125,,,
Margaret P. Griffey,,1992-10-07,"Herrera v. Collins, 506 U.S. 390 (1993)",1992 J. Sup. Ct. U.S. 127,,,
Kathryn A. Oberly,,1992-10-13,"Reeves v. Ernst & Young, 507 U.S. 170 (1993)",1992 J. Sup. Ct. U.S. 158,,,
Amy L. Wax,,1992-10-13,"United States v. Parcel of Rumson, N.J. Land, 507 U.S. 111 (1993)",1992 J. Sup. Ct. U.S. 158,,,
Maureen E. Mahoney,,1992-10-13,"Reno v. Flores, 507 U.S. 292 (1992)",1992 J. Sup. Ct. U.S. 158,,,
